File	ITS1	5.8S	ITS2	Full_ITS	Notes
GQ922667	90	154	312	NA	SSU-missing
GQ922668	90	154	312	NA	SSU-missing
GQ922669	90	154	312	NA	SSU-missing
GQ922670	90	154	312	NA	SSU-missing
GQ922671	90	154	286	NA	SSU-missing
GQ922672	90	154	287	NA	SSU-missing
GQ922685	94	154	290	NA	SSU-missing
GU001819	878	152	422	NA	SSU-missing,LSU-missing
GU001820	878	152	422	NA	SSU-missing,LSU-missing
GU045368	782	150	479	1410	NA
GU045369	786	150	478	1413	NA
GU130302	529	153	564	NA	LSU-missing
GU130303	531	153	564	NA	LSU-missing
GU206331	798	155	221	1173	NA
GU206332	914	155	221	1289	NA
GU206349	914	155	221	1289	NA
GU206350	914	155	221	1289	NA
GU233735	745	153	322	1219	NA
GU233736	745	153	322	1219	NA
GU233737	745	153	322	1219	NA
GU233738	745	153	322	1219	NA
GU233739	745	153	322	1219	NA
GU250660	130	154	238	NA	SSU-missing
GU250661	129	154	238	NA	SSU-missing
GU250662	150	154	238	NA	SSU-missing
GU250663	135	154	238	NA	SSU-missing
GU250664	150	154	238	NA	SSU-missing
GU250665	150	154	238	NA	SSU-missing
GU250666	151	154	239	NA	SSU-missing
GU250667	150	154	238	NA	SSU-missing
GU250668	150	154	238	NA	SSU-missing
GU250669	150	154	239	NA	SSU-missing
GU250670	150	154	238	NA	SSU-missing
GU289353	786	155	354	NA	SSU-missing,LSU-missing
GU289379	786	155	362	NA	SSU-missing,LSU-missing
GU292306	590	155	414	1158	NA
GU292307	590	155	414	1158	NA
GU292308	589	155	414	1157	NA
GU568029	492	157	514	1162	NA
GU568030	492	157	514	1162	NA
GU568031	492	157	514	1162	NA
GU568032	492	157	514	1162	NA
GU733417	715	153	327	1194	NA
GU733418	715	153	328	1195	NA
GU733419	715	153	328	1195	NA
GU733420	708	153	326	1186	NA
GU733421	708	153	326	1186	NA
GU733422	708	153	326	1186	NA
GU733423	702	153	332	1186	NA
GU733424	753	153	334	1239	NA
GU733425	769	153	324	1245	NA
GU733426	782	153	336	1270	NA
GU733427	734	153	311	1197	NA
GU733428	734	153	311	1197	NA
GU941549	801	155	231	NA	SSU-missing
GU942336	848	154	239	NA	SSU-missing
GU942349	925	154	239	NA	SSU-missing
GU942356	363	154	768	NA	LSU-missing
GU942362	964	154	239	NA	SSU-missing
GU942382	248	154	839	NA	LSU-missing
GU942395	363	154	795	NA	LSU-missing
GU942401	888	154	244	NA	SSU-missing
GU968556	1005	154	252	NA	SSU-missing
HE608846	798	155	407	NA	SSU-missing,LSU-missing
HE608847	804	155	409	NA	SSU-missing,LSU-missing
HE608848	799	155	409	NA	SSU-missing,LSU-missing
HE608849	804	155	409	NA	SSU-missing,LSU-missing
HE608850	804	155	409	NA	SSU-missing,LSU-missing
HE608851	802	155	409	NA	SSU-missing,LSU-missing
HE608852	802	155	409	NA	SSU-missing,LSU-missing
HE608853	802	155	409	NA	SSU-missing,LSU-missing
HE608854	802	155	409	NA	SSU-missing,LSU-missing
HE608855	802	155	409	NA	SSU-missing,LSU-missing
HE663058	629	155	525	1308	NA
HE814225	29	155	830	NA	SSU-missing,LSU-missing
HE820745	342	-91	117	NA	5.8S_dup,SSU-missing
HE820746	115	154	88	NA	SSU-missing
HE820747	119	154	88	NA	SSU-missing
HE820750	103	154	88	NA	SSU-missing
HE820751	108	154	78	NA	SSU-missing
HE820752	115	154	88	NA	SSU-missing
HE820753	114	154	89	NA	SSU-missing
HE820756	153	154	120	NA	SSU-missing
HE820757	124	154	89	NA	SSU-missing
HE820760	341	-91	117	NA	5.8S_dup,SSU-missing
HE820761	108	154	78	NA	SSU-missing
HE820765	341	-91	117	NA	5.8S_dup,SSU-missing
HE820767	115	154	88	NA	SSU-missing
HE820768	119	154	88	NA	SSU-missing
HE820769	120	154	89	NA	SSU-missing
HE820770	116	154	88	NA	SSU-missing
HE820773	118	154	88	NA	SSU-missing
HE820774	126	154	78	NA	SSU-missing
HE820776	123	154	89	NA	SSU-missing
HE820778	115	154	88	NA	SSU-missing
HE820780	123	154	88	NA	SSU-missing
HE820784	126	154	78	NA	SSU-missing
HE820785	138	154	65	NA	SSU-missing
HE820786	125	154	88	NA	SSU-missing
HE820790	113	154	89	NA	SSU-missing
HE820791	138	154	65	NA	SSU-missing
HE820793	116	154	88	NA	SSU-missing
HE820797	129	154	125	NA	SSU-missing
HE820798	128	154	126	NA	SSU-missing
HE820799	114	154	49	NA	SSU-missing
HE820801	136	154	64	NA	SSU-missing
HE820803	114	154	49	NA	SSU-missing
HE820804	129	154	104	NA	SSU-missing
HE820806	147	154	153	NA	SSU-missing
HE820808	130	154	135	NA	SSU-missing
HE820809	129	154	107	NA	SSU-missing
HE820810	127	154	57	NA	SSU-missing
HE820811	134	154	88	NA	SSU-missing
HE820813	126	154	134	NA	SSU-missing
HE820817	114	154	49	NA	SSU-missing
HE820818	144	154	151	NA	SSU-missing
HE820822	106	154	102	NA	SSU-missing
HE820824	133	154	119	NA	SSU-missing
HE820826	139	154	144	NA	SSU-missing
HE820827	130	154	78	NA	SSU-missing
HE820828	147	154	153	NA	SSU-missing
HE820829	127	154	126	NA	SSU-missing
HE820830	147	154	138	NA	SSU-missing
HE820832	159	154	110	NA	SSU-missing
HE820834	114	154	77	NA	SSU-missing
HE820836	122	154	145	NA	SSU-missing
HE820837	134	154	101	NA	SSU-missing
HE820838	151	154	146	NA	SSU-missing
HE820839	134	154	101	NA	SSU-missing
HE820840	147	154	79	NA	SSU-missing
HE820841	140	154	84	NA	SSU-missing
HE820842	152	154	93	NA	SSU-missing
HE820843	152	154	93	NA	SSU-missing
HE820844	132	154	41	NA	SSU-missing
HE820845	134	154	101	NA	SSU-missing
HE820847	122	154	145	NA	SSU-missing
HE820848	160	154	144	NA	SSU-missing
HE820850	134	154	101	NA	SSU-missing
HE820851	122	154	145	NA	SSU-missing
HE820852	122	154	145	NA	SSU-missing
HE820853	138	154	140	NA	SSU-missing
HE820854	148	154	125	NA	SSU-missing
HE820857	147	154	146	NA	SSU-missing
HE820863	341	-91	117	NA	5.8S_dup,SSU-missing
HE820865	114	154	77	NA	SSU-missing
HE820867	139	154	65	NA	SSU-missing
HE820869	114	154	88	NA	SSU-missing
HE820876	128	154	93	NA	SSU-missing
HE820878	150	154	112	NA	SSU-missing
HE820879	134	154	124	NA	SSU-missing
HE820881	336	-91	117	NA	5.8S_dup,SSU-missing
HE820882	157	154	93	NA	SSU-missing
HE820883	112	154	100	NA	SSU-missing
HE820884	139	154	65	NA	SSU-missing
HE820885	123	154	89	NA	SSU-missing
HE820887	150	154	109	NA	SSU-missing
HE820889	130	154	90	NA	SSU-missing
HE820890	130	154	145	NA	SSU-missing
HE820891	114	154	101	NA	SSU-missing
HE820896	122	154	84	NA	SSU-missing
HE820897	154	154	95	NA	SSU-missing
HE820898	125	154	158	NA	SSU-missing
HE820899	122	154	58	NA	SSU-missing
HE863828	105	154	206	464	NA
HF545767	96	154	125	NA	SSU-missing
HG329719	633	152	490	1274	NA
HG329720	633	152	490	1274	NA
HG530203	710	153	280	1142	NA
HG530204	710	153	280	1142	NA
HG530205	710	153	280	1142	NA
HG530206	710	153	280	1142	NA
HG530207	710	153	280	1142	NA
HG530208	710	153	280	1142	NA
HG530209	710	153	280	1142	NA
HG530210	710	153	280	1142	NA
HG530211	710	153	280	1142	NA
HG530212	710	153	280	1142	NA
HG530213	710	153	280	1142	NA
HG530214	710	153	281	1143	NA
HG530215	710	153	281	1143	NA
HG530216	710	153	281	1143	NA
HG530217	710	153	281	1143	NA
HG530218	710	153	281	1143	NA
HG530219	710	153	281	1143	NA
HG530220	710	153	281	1143	NA
HG530221	710	153	281	1143	NA
HG530222	710	153	281	1143	NA
HG530223	710	153	281	1143	NA
HG799001	178	154	242	NA	SSU-missing
HG799002	178	154	242	NA	SSU-missing
HG799003	178	154	242	NA	SSU-missing
HG995674	296	155	286	NA	SSU-missing
HM004512	216	155	746	NA	LSU-missing
HM004513	216	155	1083	NA	LSU-missing
HM104670	603	154	353	1109	NA
HM104671	618	154	352	1123	NA
HM104672	616	154	353	1122	NA
HM123127	179	154	154	NA	SSU-missing
HM460296	642	153	365	1159	NA
HM460316	689	153	346	1187	NA
HM460317	689	153	346	1187	NA
HM460318	689	153	346	1187	NA
HM460320	986	153	326	NA	SSU-missing
HM460321	988	153	322	NA	SSU-missing,LSU-missing
HM460322	985	153	321	NA	SSU-missing,LSU-missing
HM460326	633	153	329	1114	NA
HM538207	903	156	300	1358	NA
HM538224	901	156	300	1356	NA
HM538229	895	156	302	1352	NA
HM538235	903	156	300	1358	NA
HM538237	902	156	300	1357	NA
HM538238	902	156	300	1357	NA
HM538250	902	156	300	1357	NA
HM538254	900	156	300	1355	NA
HM538257	900	156	300	1355	NA
HM538258	902	156	300	1357	NA
HM545907	582	158	455	1194	NA
HM565873	489	155	511	NA	LSU-missing
HM565874	489	155	511	NA	LSU-missing
HM565878	488	155	511	NA	LSU-missing
HM565885	489	155	511	NA	LSU-missing
HM565886	489	155	511	NA	LSU-missing
HM565889	489	155	511	NA	LSU-missing
HM565890	487	155	511	NA	LSU-missing
HM776588	798	154	262	NA	SSU-missing,LSU-missing
HM776589	799	154	346	NA	SSU-missing,LSU-missing
HM776590	799	154	369	NA	SSU-missing,LSU-missing
HM776591	781	154	263	NA	SSU-missing,LSU-missing
HM776592	802	154	362	NA	SSU-missing,LSU-missing
HM776595	798	154	275	NA	SSU-missing,LSU-missing
HM776596	798	154	383	NA	SSU-missing,LSU-missing
HM776597	798	154	275	NA	SSU-missing,LSU-missing
HM776598	803	154	364	NA	SSU-missing,LSU-missing
HM776599	787	154	277	NA	SSU-missing,LSU-missing
HM776600	797	154	380	NA	SSU-missing,LSU-missing
HM776601	814	154	380	NA	SSU-missing,LSU-missing
HM776603	811	154	371	NA	SSU-missing,LSU-missing
HM776604	798	154	275	NA	SSU-missing,LSU-missing
HM776605	800	154	367	NA	SSU-missing,LSU-missing
HM776606	798	154	372	NA	SSU-missing,LSU-missing
HM776607	800	154	367	NA	SSU-missing,LSU-missing
HM776608	798	154	367	NA	SSU-missing,LSU-missing
HM776609	795	154	372	NA	SSU-missing,LSU-missing
HM776610	799	154	346	NA	SSU-missing,LSU-missing
HM776611	789	154	381	NA	SSU-missing,LSU-missing
HM776612	808	154	384	NA	SSU-missing,LSU-missing
HM776614	777	154	380	NA	SSU-missing,LSU-missing
HM776615	777	154	380	NA	SSU-missing,LSU-missing
HM776616	800	154	367	NA	SSU-missing,LSU-missing
HM776621	777	154	374	NA	SSU-missing,LSU-missing
HM776623	798	154	372	NA	SSU-missing,LSU-missing
HM776626	798	154	293	NA	SSU-missing,LSU-missing
HM776632	775	155	336	NA	SSU-missing,LSU-missing
HM776634	786	155	370	NA	SSU-missing,LSU-missing
HM776721	778	196	343	1316	NA
HM990158	670	152	344	1165	NA
HQ184474	693	152	314	1158	NA
HQ191421	686	152	408	NA	LSU-missing
HQ219463	686	152	408	NA	LSU-missing
HQ270115	741	196	329	1265	NA
HQ270116	-29	1	1343	1314	5.8S_dup
HQ270117	825	196	345	1365	NA
HQ270118	737	196	329	1261	NA
HQ270119	1080	196	108	NA	LSU-missing
HQ270121	793	196	345	1333	NA
HQ270122	931	196	322	NA	SSU-missing
HQ270125	786	195	354	NA	LSU-missing
HQ270126	778	196	343	1316	NA
HQ270127	778	196	343	1316	NA
HQ270128	781	195	319	1294	NA
HQ386220	787	196	333	1315	NA
HQ414204	744	154	221	1118	NA
HQ414206	744	154	221	1118	NA
HQ414211	744	154	220	1117	NA
HQ414216	744	154	221	1118	NA
HQ599378	1024	154	170	1347	NA
HQ599379	1024	154	170	1347	NA
HQ599380	1024	154	170	1347	NA
HQ599381	874	154	167	1194	NA
HQ599382	874	154	167	1194	NA
HQ599406	776	154	171	1100	NA
HQ599407	891	154	164	1208	NA
HQ599408	887	154	164	1204	NA
HQ599409	888	154	164	1205	NA
HQ599410	888	154	164	1205	NA
HQ599411	888	154	164	1205	NA
HQ599427	867	154	172	1192	NA
HQ599428	866	154	172	1191	NA
HQ634139	694	155	300	1148	NA
HQ634140	596	156	381	1132	NA
HQ659244	191	154	205	NA	SSU-missing
HQ677590	933	149	350	NA	SSU-missing,LSU-missing
HQ680850	969	153	266	1387	NA
HQ833349	185	154	898	NA	SSU-missing,LSU-missing
JF419892	953	154	179	NA	SSU-missing,LSU-missing
JF419893	952	154	180	NA	SSU-missing,LSU-missing
JF419894	904	154	162	NA	SSU-missing,LSU-missing
JF419895	910	154	149	NA	SSU-missing,LSU-missing
JF419896	868	154	110	NA	SSU-missing,LSU-missing
JF419897	868	154	110	NA	SSU-missing,LSU-missing
JF419898	827	154	146	NA	SSU-missing,LSU-missing
JF419899	829	154	146	NA	SSU-missing,LSU-missing
JF419900	800	154	110	NA	SSU-missing,LSU-missing
JF419901	801	154	111	NA	SSU-missing,LSU-missing
JF419902	801	154	111	NA	SSU-missing,LSU-missing
JF419903	801	154	111	NA	SSU-missing,LSU-missing
JF419904	801	154	111	NA	SSU-missing,LSU-missing
JF680987	770	155	408	1332	NA
JF694008	880	153	350	1382	NA
JF710314	740	155	364	1258	NA
JF718408	736	155	526	NA	LSU-missing
JF718410	737	155	492	1383	NA
JF758861	4	158	761	NA	SSU-missing
JF766715	602	153	514	1268	NA
JF773605	249	154	120	NA	SSU-missing
JF773617	179	154	142	NA	SSU-missing
JF773631	163	154	138	NA	SSU-missing
JF773632	163	154	138	NA	SSU-missing
JF773642	190	154	159	NA	SSU-missing
JF773643	198	153	169	NA	SSU-missing
JF773645	160	154	156	NA	SSU-missing
JF773646	152	154	156	NA	SSU-missing
JF773647	210	154	159	NA	SSU-missing
JF773660	182	154	150	485	NA
JF773670	183	154	129	NA	SSU-missing
JF773671	183	154	141	NA	SSU-missing
JF773678	249	154	165	NA	SSU-missing
JF776370	394	158	732	1283	NA
JF791627	904	154	254	NA	LSU-missing
JF820590	738	153	228	1118	NA
JF820591	738	153	228	1118	NA
JF820592	738	153	228	1118	NA
JF820593	738	153	228	1118	NA
JF829709	970	118	251	1338	NA
JF829716	1008	154	244	1405	NA
JF829717	950	154	251	1354	NA
JF829718	965	154	251	1369	NA
JF950559	775	154	419	NA	LSU-missing
JF970194	639	155	417	1210	NA
JF978984	759	154	245	NA	LSU-missing
JN018057	484	153	475	1111	NA
JN020983	117	155	875	NA	SSU-missing,LSU-missing
JN085123	219	154	262	634	NA
JN085140	116	154	207	NA	SSU-missing
JN085142	115	154	207	NA	SSU-missing
JN381024	740	154	316	1209	NA
JN381025	693	153	307	1152	NA
JN381026	698	153	309	1159	NA
JN381027	676	153	305	1133	NA
JN381028	747	153	316	1215	NA
JN381029	726	153	302	1180	NA
JN381030	747	153	308	1207	NA
JN564908	958	154	251	NA	SSU-missing
JN564909	949	154	251	NA	SSU-missing
JN564910	968	154	251	NA	SSU-missing
JN564911	967	154	251	NA	SSU-missing
JN564912	968	154	251	NA	SSU-missing
JN564913	975	154	251	NA	SSU-missing
JN564914	971	154	251	NA	SSU-missing
JN564915	925	154	274	NA	SSU-missing,LSU-missing
JN564916	948	154	261	NA	SSU-missing,LSU-missing
JN564917	955	154	251	NA	SSU-missing
JN564918	955	154	251	NA	SSU-missing
JN564919	955	154	271	NA	SSU-missing,LSU-missing
JN564920	945	154	261	NA	SSU-missing,LSU-missing
JN564921	987	154	252	NA	SSU-missing
JN564922	979	154	252	NA	SSU-missing
JN564923	986	154	252	NA	SSU-missing
JN564924	986	154	252	NA	SSU-missing
JN564925	971	154	254	1378	NA
JN564926	979	154	252	NA	SSU-missing
JN564927	971	154	252	1376	NA
JN564928	972	154	252	1377	NA
JN564929	971	154	252	1376	NA
JN564930	972	154	252	1377	NA
JN564931	972	154	252	1377	NA
JN564932	949	154	252	NA	SSU-missing
JN564933	972	154	252	1377	NA
JN564934	950	154	227	NA	SSU-missing
JN564935	977	154	255	1385	NA
JN564936	977	154	265	NA	LSU-missing
JN564937	979	154	227	1359	NA
JN564938	979	154	227	1359	NA
JN564939	975	154	227	1355	NA
JN564940	974	154	236	NA	LSU-missing
JN564941	992	154	251	NA	SSU-missing
JN564942	975	154	251	1379	NA
JN564943	977	154	251	1381	NA
JN564944	979	154	251	1383	NA
JN564945	980	154	251	1384	NA
JN564946	979	154	260	NA	LSU-missing
JN564947	999	154	251	NA	SSU-missing
JN564948	983	154	251	1387	NA
JN564949	982	154	251	1386	NA
JN564950	982	154	251	1386	NA
JN564951	982	154	251	1386	NA
JN564952	874	154	268	NA	SSU-missing,LSU-missing
JN564953	947	154	293	NA	SSU-missing,LSU-missing
JN624815	193	155	825	NA	LSU-missing
JN656958	754	155	532	NA	LSU-missing
JN673388	561	168	571	1299	NA
JN673389	557	168	562	1286	NA
JN710516	195	154	210	558	NA
JN710520	187	154	210	NA	SSU-missing
JN807374	620	154	378	1151	NA
JN807375	635	154	381	1169	NA
JN807376	635	154	382	1170	NA
JN807377	629	154	373	1155	NA
JN807378	616	154	373	1142	NA
JN807379	626	154	372	1151	NA
JN807380	631	154	375	1159	NA
JN807381	632	154	372	1157	NA
JN807382	631	154	375	1159	NA
JN807383	626	154	380	1159	NA
JN807384	626	154	374	1153	NA
JN807385	630	154	378	1161	NA
JN863291	516	157	441	1113	NA
JN863292	512	157	441	1109	NA
JN935089	535	153	756	NA	SSU-missing,LSU-missing
JN935090	535	153	756	NA	SSU-missing,LSU-missing
JN935091	535	153	756	NA	SSU-missing,LSU-missing
JN935115	535	153	757	NA	SSU-missing,LSU-missing
JN935116	536	153	755	NA	SSU-missing,LSU-missing
JN935117	536	153	756	NA	SSU-missing,LSU-missing
JN935118	537	153	756	NA	SSU-missing,LSU-missing
JN935119	534	153	755	NA	SSU-missing,LSU-missing
JN935120	537	153	755	NA	SSU-missing,LSU-missing
JN935121	536	153	758	NA	SSU-missing,LSU-missing
JN935122	537	153	756	NA	SSU-missing,LSU-missing
JN935123	537	153	756	NA	SSU-missing,LSU-missing
JN935124	537	153	756	NA	SSU-missing,LSU-missing
JN935129	536	153	756	NA	SSU-missing,LSU-missing
JN935130	537	153	756	NA	SSU-missing,LSU-missing
JN935131	537	153	756	NA	SSU-missing,LSU-missing
JN935132	535	153	756	NA	SSU-missing,LSU-missing
JN944012	787	196	348	NA	SSU-missing,LSU-missing
JN944020	823	196	356	NA	SSU-missing,LSU-missing
JN969397	163	155	222	NA	SSU-missing
JQ038015	124	154	227	NA	SSU-missing
JQ038016	124	154	227	NA	SSU-missing
JQ038017	124	154	227	NA	SSU-missing
JQ038018	124	154	227	NA	SSU-missing
JQ038019	124	154	227	NA	SSU-missing
JQ038020	124	154	227	NA	SSU-missing
JQ048576	660	153	307	1119	NA
JQ048577	660	153	307	1119	NA
JQ048578	660	153	307	1119	NA
JQ048579	660	153	307	1119	NA
JQ048580	660	153	307	1119	NA
JQ048581	660	153	307	1119	NA
JQ048582	660	153	307	1119	NA
JQ048583	660	153	307	1119	NA
JQ048584	660	153	307	1119	NA
JQ048585	660	153	307	1119	NA
JQ048586	660	153	307	1119	NA
JQ048587	660	153	307	1119	NA
JQ048588	660	153	307	1119	NA
JQ048589	660	153	307	1119	NA
JQ048590	660	153	307	1119	NA
JQ048591	660	153	307	1119	NA
JQ048592	660	153	307	1119	NA
JQ048593	660	153	307	1119	NA
JQ048594	660	153	307	1119	NA
JQ048595	660	153	307	1119	NA
JQ048596	660	153	307	1119	NA
JQ048597	660	153	307	1119	NA
JQ048598	665	153	307	1124	NA
JQ048599	660	153	307	1119	NA
JQ048600	660	153	307	1119	NA
JQ048601	660	153	307	1119	NA
JQ281840	740	154	287	NA	SSU-missing
JQ281843	931	154	288	NA	SSU-missing
JQ281844	948	154	288	1389	NA
JQ281845	855	154	278	NA	SSU-missing,LSU-missing
JQ281847	948	154	288	1389	NA
JQ281848	950	154	288	NA	SSU-missing
JQ281849	948	154	316	NA	SSU-missing,LSU-missing
JQ281851	860	154	288	NA	SSU-missing
JQ281853	948	154	313	NA	SSU-missing,LSU-missing
JQ305720	1084	153	234	NA	SSU-missing,LSU-missing
JQ305722	988	153	234	NA	SSU-missing,LSU-missing
JQ305723	1084	153	234	NA	SSU-missing,LSU-missing
JQ305731	988	153	234	NA	SSU-missing,LSU-missing
JQ305732	988	153	234	NA	SSU-missing,LSU-missing
JQ305733	988	153	234	NA	SSU-missing,LSU-missing
JQ305734	988	153	234	NA	SSU-missing,LSU-missing
JQ305735	988	153	234	NA	SSU-missing,LSU-missing
JQ305736	988	153	234	NA	SSU-missing,LSU-missing
JQ305743	988	153	234	NA	SSU-missing,LSU-missing
JQ305744	893	153	234	NA	LSU-missing
JQ305745	893	153	234	NA	LSU-missing
JQ305749	988	153	234	NA	SSU-missing,LSU-missing
JQ328190	425	154	633	NA	LSU-missing
JQ425256	752	153	287	1191	NA
JQ435790	1020	154	160	NA	SSU-missing
JQ435791	1059	154	158	NA	SSU-missing
JQ435792	944	154	160	NA	SSU-missing
JQ435793	878	154	161	NA	SSU-missing
JQ435794	963	154	160	NA	SSU-missing
JQ435796	1101	154	160	NA	SSU-missing
JQ619172	172	155	1161	NA	SSU-missing,LSU-missing
JQ619173	158	155	1164	NA	LSU-missing
JQ619174	148	155	1003	NA	LSU-missing
JQ619175	121	155	1008	NA	SSU-missing,LSU-missing
JQ619176	141	155	814	NA	SSU-missing
JQ619183	150	155	757	NA	LSU-missing
JQ638934	194	155	162	510	NA
JQ657782	180	155	232	NA	SSU-missing
JQ657786	223	154	236	NA	SSU-missing
JQ657793	260	154	222	NA	SSU-missing
JQ691488	778	154	224	NA	SSU-missing,LSU-missing
JQ691489	779	154	202	NA	SSU-missing,LSU-missing
JQ691490	777	154	219	NA	SSU-missing,LSU-missing
JQ691496	611	154	376	1140	NA
JQ691497	610	154	376	1139	NA
JQ693477	159	148	778	NA	SSU-missing,LSU-missing
JQ728683	528	153	748	NA	SSU-missing,LSU-missing
JQ728684	530	153	749	NA	SSU-missing,LSU-missing
JQ742018	-1	1	1145	NA	5.8S_dup,SSU-missing,LSU-missing
JQ747649	134	154	162	NA	SSU-missing
JQ747652	191	154	164	NA	SSU-missing
JQ747664	195	154	161	NA	SSU-missing
JQ747702	189	154	161	NA	SSU-missing
JQ758518	183	154	252	NA	SSU-missing
JQ759755	177	154	200	NA	SSU-missing
JQ759806	177	154	209	NA	SSU-missing
JQ760025	172	154	161	NA	SSU-missing
JQ760126	167	154	161	NA	SSU-missing
JQ760127	175	154	161	NA	SSU-missing
JQ760128	185	154	163	NA	SSU-missing
JQ760138	148	154	163	NA	SSU-missing
JQ760142	183	154	161	NA	SSU-missing
JQ760193	185	154	163	NA	SSU-missing
JQ760244	183	154	161	NA	SSU-missing
JQ760290	183	154	161	NA	SSU-missing
JQ760331	183	154	161	NA	SSU-missing
JQ760340	335	154	162	NA	SSU-missing
JQ760455	174	154	163	NA	SSU-missing
JQ760481	185	154	163	NA	SSU-missing
JQ760516	185	154	163	NA	SSU-missing
JQ760542	183	154	161	NA	SSU-missing
JQ760544	183	154	161	NA	SSU-missing
JQ760603	183	154	161	NA	SSU-missing
JQ760658	183	154	161	NA	SSU-missing
JQ760667	182	154	161	NA	SSU-missing
JQ760669	183	154	161	NA	SSU-missing
JQ760679	183	154	161	NA	SSU-missing
JQ760686	185	154	163	NA	SSU-missing
JQ760708	185	154	163	NA	SSU-missing
JQ760709	183	154	161	NA	SSU-missing
JQ760762	173	154	161	NA	SSU-missing
JQ760763	185	154	164	NA	SSU-missing
JQ760777	183	154	161	NA	SSU-missing
JQ760808	183	154	161	NA	SSU-missing
JQ760826	183	154	161	NA	SSU-missing
JQ760852	183	154	161	NA	SSU-missing
JQ760885	183	154	161	NA	SSU-missing
JQ760888	183	154	162	NA	SSU-missing
JQ760928	185	154	163	NA	SSU-missing
JQ760937	183	154	161	NA	SSU-missing
JQ760948	183	154	161	NA	SSU-missing
JQ760972	183	154	161	NA	SSU-missing
JQ760998	99	154	161	NA	SSU-missing
JQ761002	183	154	161	NA	SSU-missing
JQ761003	183	154	161	NA	SSU-missing
JQ761010	183	154	161	NA	SSU-missing
JQ761018	172	154	161	NA	SSU-missing
JQ761020	183	154	161	NA	SSU-missing
JQ761317	185	154	163	NA	SSU-missing
JQ761320	185	154	163	NA	SSU-missing
JQ761322	185	154	163	NA	SSU-missing
JQ761326	175	154	163	NA	SSU-missing
JQ761329	185	154	163	NA	SSU-missing
JQ761332	185	154	163	NA	SSU-missing
JQ761335	185	154	163	NA	SSU-missing
JQ761339	185	154	163	NA	SSU-missing
JQ761348	185	154	163	NA	SSU-missing
JQ761352	176	154	163	NA	SSU-missing
JQ761354	185	154	163	NA	SSU-missing
JQ761358	185	154	163	NA	SSU-missing
JQ761366	185	154	163	NA	SSU-missing
JQ761369	185	154	163	NA	SSU-missing
JQ761371	185	154	163	NA	SSU-missing
JQ761374	185	154	163	NA	SSU-missing
JQ761376	185	154	163	NA	SSU-missing
JQ761377	185	154	163	NA	SSU-missing
JQ761381	184	154	163	NA	SSU-missing
JQ761383	185	154	163	NA	SSU-missing
JQ761384	185	154	163	NA	SSU-missing
JQ761388	185	154	163	NA	SSU-missing
JQ761392	185	154	163	NA	SSU-missing
JQ761393	185	154	163	NA	SSU-missing
JQ761394	185	154	163	NA	SSU-missing
JQ761397	185	154	163	NA	SSU-missing
JQ761399	185	154	163	NA	SSU-missing
JQ761400	185	154	163	NA	SSU-missing
JQ761405	185	154	163	NA	SSU-missing
JQ761407	185	154	163	NA	SSU-missing
JQ761408	185	154	163	NA	SSU-missing
JQ761412	185	154	163	NA	SSU-missing
JQ761423	176	154	163	NA	SSU-missing
JQ761424	185	154	163	NA	SSU-missing
JQ761426	185	154	163	NA	SSU-missing
JQ761429	185	154	163	NA	SSU-missing
JQ761432	185	154	163	NA	SSU-missing
JQ761433	185	154	163	NA	SSU-missing
JQ761438	185	154	163	NA	SSU-missing
JQ761441	185	154	163	NA	SSU-missing
JQ761443	185	154	163	NA	SSU-missing
JQ761454	185	154	163	NA	SSU-missing
JQ761466	185	154	163	NA	SSU-missing
JQ761503	185	154	163	NA	SSU-missing
JQ761507	185	154	163	NA	SSU-missing
JQ761519	185	154	163	NA	SSU-missing
JQ761520	185	154	163	NA	SSU-missing
JQ761531	185	154	163	NA	SSU-missing
JQ761540	185	154	163	NA	SSU-missing
JQ761546	176	154	163	NA	SSU-missing
JQ761551	185	154	163	NA	SSU-missing
JQ761553	176	154	163	NA	SSU-missing
JQ761556	185	154	163	NA	SSU-missing
JQ761558	185	154	163	NA	SSU-missing
JQ761562	185	154	163	NA	SSU-missing
JQ761570	174	154	163	NA	SSU-missing
JQ761575	185	154	163	NA	SSU-missing
JQ761590	176	154	163	NA	SSU-missing
JQ761608	185	154	163	NA	SSU-missing
JQ761614	130	154	163	NA	SSU-missing
JQ761616	185	154	163	NA	SSU-missing
JQ761620	174	154	163	NA	SSU-missing
JQ761626	185	154	163	NA	SSU-missing
JQ761629	170	154	163	NA	SSU-missing
JQ761630	185	154	163	NA	SSU-missing
JQ761631	142	154	163	NA	SSU-missing
JQ761638	185	154	163	NA	SSU-missing
JQ761640	185	154	163	NA	SSU-missing
JQ761648	185	154	163	NA	SSU-missing
JQ761650	185	154	163	NA	SSU-missing
JQ761653	185	154	163	NA	SSU-missing
JQ761659	185	154	163	NA	SSU-missing
JQ761662	185	154	163	NA	SSU-missing
JQ761664	185	154	163	NA	SSU-missing
JQ761675	185	154	163	NA	SSU-missing
JQ761679	185	154	163	NA	SSU-missing
JQ761686	185	154	163	NA	SSU-missing
JQ761693	185	154	163	NA	SSU-missing
JQ761695	185	154	163	NA	SSU-missing
JQ761696	185	154	163	NA	SSU-missing
JQ761697	185	154	163	NA	SSU-missing
JQ761699	185	154	163	NA	SSU-missing
